Rank,Name,Platform,Year,Month,Date,Genre,Publisher,Developer,Critic_Score,User_Score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales
14644,Pandemonium 2,PS,1997,Sep,30,undefined,Midway Games  ,Toys for Bob  ,,,0.04,0.02,,0.0,0.07
14645,Crime Lab: Body of Evidence,DS,2010,Oct,05,undefined,City Interactive  ,City Interactive  ,,,0.05,0.01,,0.0,0.07
14646,Tournament of Legends,Wii,2010,Jul,06,undefined,Sega  ,High Voltage Software  ,,,0.04,0.02,,0.01,0.07
14647,"Flower, Sun, and Rain",DS,2009,Jun,15,undefined,Marvelous Interactive  ,High Horse Entertainment  ,5.7,,0.06,0.0,,0.01,0.07
14648,Dreamer Series: Pop Star,DS,2009,Mar,10,undefined,DreamCatcher Interactive  ,Overplay  ,,,0.04,0.02,,0.01,0.07
14649,Hasbro Family Game Night Fun Pack,X360,2011,Nov,01,undefined,Electronic Arts  ,Electronic Arts  ,,,0.06,,,0.0,0.07
14650,Scribblenauts: Showdown,NS,2018,Mar,06,undefined,Warner Bros. Interactive  ,Shiver Games  ,,,0.03,0.03,,0.01,0.07
14651,Fallout: Brotherhood of Steel,PS2,2004,Jan,14,undefined,Interplay  ,Interplay  ,,,0.03,0.03,,0.01,0.07
14652,Phoenix Wright: Ace Attorney Trilogy,3DS,2014,Dec,09,undefined,Capcom  ,Capcom  ,,,,,0.07,,0.07
14653,Prince of Persia: The Fallen King,DS,2008,Dec,02,undefined,Ubisoft  ,Ubisoft Casablanca  ,,,0.06,0.0,,0.0,0.07
14654,The Tale of Despereaux,DS,2008,Dec,02,undefined,Brash Entertainment  ,Amaze Entertainment  ,,,0.06,0.0,,0.0,0.07
14655,Parlor! Mini 2,SNES,1996,Jun,28,undefined,Nippon Telenet  ,Nippon Telenet  ,,,,,0.07,,0.07
14656,Family Trainer: Treasure Adventure,Wii,2010,Oct,29,undefined,Namco Bandai  ,High Horse Entertainment  ,,,,0.06,,0.01,0.07
14657,Jam Sessions 2,DS,2009,Oct,20,undefined,Ubisoft  ,Ubisoft  ,,,0.06,,,0.0,0.07
14658,Lost in Blue 2,DS,2007,Mar,20,undefined,Konami  ,Konami Computer Entertainment Hawaii  ,,,0.01,0.01,0.05,0.0,0.07
14659,Gunstar Super Heroes,GBA,2005,Oct,25,undefined,Sega  ,"Treasure Co., Ltd.  ",8.0,,0.05,0.02,,0.0,0.07
14660,RPG Maker: Fes,3DS,2017,Jun,27,undefined,NIS America  ,Kadokawa Games  ,7.0,,0.03,0.0,0.02,0.0,0.07
14661,C: The Contra Adventure,PS,1998,Sep,01,undefined,Konami  ,Appaloosa Interactive  ,4.2,,0.04,0.02,,0.0,0.07
14662,Frogger Advance: The Great Quest,GBA,2002,May,26,undefined,Konami  ,KCEA  ,5.5,,0.05,0.02,,0.0,0.07
14663,Interactive Storybook DS Series 1,DS,2007,Sep,18,undefined,Tommo  ,Tommo  ,,,0.06,,,0.0,0.07
14664,R.B.I. Baseball 2017,XOne,2017,Mar,28,undefined,MLB.com  ,MLB.com  ,,,0.06,,,0.01,0.07
14665,Spintires: MudRunner - American Wilds,XOne,2018,Oct,23,undefined,Focus Home Interactive  ,Saber Interactive  ,,,0.06,,,0.01,0.07
14666,Worms Forts: Under Siege,XB,2005,Mar,15,undefined,Sega  ,Team17 Software  ,,,0.05,0.01,,0.0,0.07
14667,Dream C Club,X360,2009,Aug,27,undefined,D3 Publisher  ,DreamXCreate  ,,,,,0.07,,0.07
14668,Pocky & Rocky with Becky,GBA,2002,Oct,18,undefined,Natsume  ,Altron  ,,,0.05,0.02,,0.0,0.07
14669,Full Spectrum Warrior: Ten Hammers,PS2,2006,Mar,28,undefined,THQ  ,Pandemic Studios  ,5.5,,0.03,0.02,,0.01,0.07
14670,Streets of Rage 3,GEN,1994,Mar,17,undefined,Sega  ,Sega  ,,,,,0.07,0.0,0.07
14671,Tokyo Twilight Ghost Hunters,PS3,2015,Mar,10,undefined,Aksys Games  ,Toybox Games  ,,,0.03,0.0,0.02,0.01,0.07
14672,Command & Conquer 3: Tiberium Wars,PC,2007,Mar,26,undefined,Electronic Arts  ,EA Los Angeles  ,,,,0.06,,0.01,0.07
14673,Motion Explosion!,X360,2011,Nov,01,undefined,Majesco  ,Artech Studios  ,,,0.05,0.01,,0.01,0.07
14674,Pro Yakyuu Spirits 4,PS3,2007,Apr,01,undefined,Konami  ,PawaPuro Production  ,,,,,0.07,,0.07
14675,Risen 3: Titan Lords Enhanced Edition,PS4,2015,Aug,21,undefined,Deep Silver  ,Piranha Bytes  ,1.0,,,0.06,,0.01,0.07
14676,Speed Racer,PS,1998,Feb,28,undefined,Jaleco  ,Amanodai  ,,,0.04,0.02,,0.0,0.07
14677,NHL Hitz Pro,XB,2003,Sep,25,undefined,Midway Games  ,Next Level Games  ,,,0.05,0.01,,0.0,0.07
14678,Cosmos Chaos!,DS,2010,Oct,19,undefined,Mentor Interactive  ,Mentor Interactive  ,,,0.06,,,0.01,0.07
14679,MLB Power Pros 2008,DS,2008,Aug,25,undefined,2K Sports  ,PawaPuro Production  ,,,0.06,,,0.01,0.07
14680,Mary Skelter: Nightmares,PSV,2017,Sep,19,undefined,Idea Factory  ,Compile Heart  ,,,0.01,0.0,0.04,0.01,0.06
14681,"Warhammer 40,000: Squad Command",DS,2007,Dec,17,undefined,THQ  ,RedLynx  ,,,0.05,0.01,,0.01,0.06
14682,Atelier Meruru Plus: The Apprentice of Arland,PSV,2013,Mar,20,undefined,Gust  ,Gust  ,,,,,0.06,,0.06
14683,Hot Wheels: Burnin' Rubber,GBA,2001,Nov,21,undefined,THQ  ,Altron  ,8.0,,0.05,0.02,,0.0,0.06
14684,Ojyousama Express,PS,1998,Jul,30,undefined,Media Works  ,MediaWorks  ,,,,,0.06,0.0,0.06
14685,IL-2 Sturmovik: Birds of Prey,DS,2009,Sep,08,undefined,505 Games  ,Gaijin Entertainment  ,5.0,,0.06,0.0,,0.0,0.06
14686,Wings of War,XB,2004,Aug,30,undefined,Gathering of Developers  ,Silver Wish Games  ,,,0.05,0.01,,0.0,0.06
14687,187: Ride or Die,XB,2005,Aug,24,undefined,Ubisoft  ,Ubisoft Paris  ,,,0.05,0.01,,0.0,0.06
14688,Downtown no Gaki no Tsukai Yaarahen de!! Zettai ni Tsukamatte Haikenai Gasu Kurobikari Land,3DS,2015,Dec,17,undefined,Alchemist  ,Alchemist  ,,,,,0.06,,0.06
14689,RPG Maker 3,PS2,2005,Sep,21,undefined,Agetec  ,Runtime  ,7.0,,0.03,0.02,,0.01,0.06
14690,Zatch Bell! Mamodo Battles,GC,2005,Oct,19,undefined,Bandai  ,Eighting  ,7.0,,0.05,0.01,,0.0,0.06
14691,Risen 3: Titan Lords,X360,2014,Aug,12,undefined,Deep Silver  ,Piranha Bytes  ,,,0.02,0.04,,0.0,0.06
14692,Moshi Monsters: Katsuma Unleashed,3DS,2013,Nov,05,undefined,Activision  ,"Black Lantern Studios, Inc.  ",,,0.03,0.03,,0.01,0.06
14693,Genkai Tokki Monster Monpiece,PSV,2014,May,27,undefined,Idea Factory  ,Compile Heart  ,,,,,0.06,,0.06
14694,Nobunaga's Ambition: Taishi,PS4,2018,Jun,05,undefined,Koei Tecmo  ,Koei Tecmo Games  ,,,0.01,,0.05,0.0,0.06
14695,Super Robot Wars OG Saga Masou Kishin F: Coffin of the End,PS3,2014,Aug,28,undefined,Namco Bandai Games  ,WinkySoft  ,,,,,0.06,,0.06
14696,James Bond 007: Blood Stone,DS,2010,Nov,02,undefined,Activision  ,n-Space  ,7.0,,0.05,0.01,,0.0,0.06
14697,Desert Strike Advance,GBA,2002,May,08,undefined,Electronic Arts  ,BudCat Creations  ,6.8,,0.05,0.02,,0.0,0.06
14698,Kabuki Warriors,XB,2001,Nov,19,undefined,Crave Entertainment  ,Light Weight  ,1.0,,0.05,0.01,,0.0,0.06
14699,Fist of the North Star: Ken's Rage 2,X360,2013,Feb,05,undefined,Tecmo Koei  ,Koei  ,,,0.03,0.01,0.02,0.0,0.06
14700,Game Center CX: 3-Choume no Arino,3DS,2014,Mar,20,undefined,Namco Bandai Games  ,Bandai Namco Games  ,,,,,0.06,,0.06
14701,Discworld,PS,1995,Jan,01,undefined,Psygnosis  ,Teeny Weeny Games  ,,,0.04,0.02,,0.0,0.06
14702,World Poker Tour,XB,2005,Oct,18,undefined,2K Sports  ,2K Sports  ,,,0.05,0.01,,0.0,0.06
14703,Disney's Chicken Little: Ace In Action,DS,2006,Nov,09,undefined,Buena Vista  ,Avalanche Software  ,6.0,,0.06,0.0,,0.0,0.06
14704,Elite Forces: Unit 77,DS,2009,Apr,28,undefined,Deep Silver  ,Gammick Entertainment  ,,,0.06,,,0.0,0.06
14705,Pirates: The Legend of Black Kat,XB,2002,Mar,24,undefined,Electronic Arts  ,Westwood Studios  ,,,0.05,0.01,,0.0,0.06
14706,Cabela's Trophy Bucks,Wii,2008,Jun,03,undefined,Activision  ,Magic Wand Productions  ,,,0.06,,,0.0,0.06
14707,MotoGP 15,PS3,2015,Jun,24,undefined,Milestone S.r.l.  ,Milestone S.r.l.  ,,,,0.02,0.04,0.0,0.06
14708,July,DC,1998,Nov,27,undefined,Fortyfive  ,Fortyfive  ,4.8,,,,0.06,0.0,0.06
14709,The Legend of Heroes: Ao no Kiseki,PSV,2014,Jun,12,undefined,Nihon Falcom Corporation  ,Nihon Falcom Corporation  ,,,,,0.06,,0.06
14710,Super Bomberman R,PS4,2018,Jun,12,undefined,Konami Digital Entertainment  ,HexaDrive  ,,,0.03,,0.03,0.01,0.06
14711,ESPN Winter X-Games: Snowboarding 2002,GBA,2001,Jan,01,undefined,Konami  ,KCEO  ,,,0.05,0.02,,0.0,0.06
14712,Bleach: Versus Crusade,Wii,2008,Dec,18,undefined,Sega  ,"Treasure Co., Ltd.  ",,,,,0.06,,0.06
14713,Insecticide,DS,2008,Mar,11,undefined,Gamecock  ,"Crackpot Entertainment / Creat Studios, Inc.  ",,,0.06,,,0.01,0.06
14714,Aven Colony,XOne,2017,Aug,01,undefined,Sold Out  ,Mothership Entertainment  ,,,0.06,,,0.01,0.06
14715,Kanon,DC,2000,Sep,14,undefined,NEC Interchannel   ,Key  ,,,,,0.06,,0.06
14716,NanoBreaker,PS2,2005,Feb,15,undefined,Konami  ,Konami Computer Entertainment Tokyo  ,,,0.03,0.02,,0.01,0.06
14717,Bionicle,XB,2003,Oct,20,undefined,Electronic Arts  ,Argonaut Games  ,,,0.05,0.01,,0.0,0.06
14718,Escape from Bug Island,Wii,2007,Jul,25,undefined,Eidos Interactive  ,Spike  ,,,0.04,0.01,0.01,0.0,0.06
14719,Adventure Time: Finn & Jake Investigations,XOne,2015,Oct,20,undefined,Little Orbit  ,Vicious Cycle  ,,,0.04,0.02,,0.01,0.06
14720,Persona 5: Dancing in Starlight,PS4,2018,Dec,04,undefined,Atlus  ,Atlus  ,,,0.03,,0.03,0.01,0.06
14721,Guitar Freaks 3rdMIX & DrumMania 2ndMIX,PS2,2000,Dec,07,undefined,Konami  ,Konami  ,,,,,0.06,,0.06
14722,Monster Madness: Grave Danger,PS3,2008,Aug,05,undefined,SouthPeak Interactive  ,Psyonix Studios  ,,,0.05,0.01,,0.01,0.06
14723,Mark McMorris Infinite Air,PS4,2016,Oct,25,undefined,Maximum Games  ,HB Studios  ,,,0.05,,,0.01,0.06
14724,Miami Vice: The Game,PSP,2006,Jul,18,undefined,Vivendi Games  ,Rebellion Developments  ,,,0.06,0.0,,0.0,0.06
14725,Kamen Rider: Dragon Knight,Wii,2009,Nov,17,undefined,D3 Publisher  ,Eighting  ,,,0.06,,,0.0,0.06
14726,Nights of Azure 2: Bride of the New Moon,NS,2017,Oct,24,undefined,Tecmo Koei  ,Gust  ,,,0.02,0.02,0.01,0.0,0.06
14727,BMX XXX,GC,2002,Nov,24,undefined,Acclaim Entertainment  ,"Z-Axis, Ltd.  ",,,0.05,0.01,,0.0,0.06
14728,Disney's Magical Quest 2 Starring Mickey and Minnie,GBA,2003,Nov,12,undefined,Capcom  ,Capcom  ,5.6,,0.05,0.02,,0.0,0.06
14729,The Amazing Spider-Man 2 (2014),3DS,2014,Apr,29,undefined,Activision  ,High Voltage Software  ,,,0.03,0.03,,0.01,0.06
14730,Aggressive Inline,XB,2002,Jul,29,undefined,Acclaim Entertainment  ,"Z-Axis, Ltd.  ",9.0,,0.05,0.01,,0.0,0.06
14731,Smart Boy's Toys Club,DS,2008,Oct,15,undefined,UFO Interactive  ,Starfish Inc.  ,,,0.06,0.0,,0.0,0.06
14732,Ikki Tousen: Xross Impact,PSP,2010,Apr,28,undefined,Marvelous Interactive  ,Marvelous Interactive  ,,,,,0.06,,0.06
14733,Dead or Alive Xtreme 3: Fortune,PS4,2016,Mar,24,undefined,Tecmo Koei  ,Team Ninja  ,,,,,0.06,,0.06
14734,Jewels of the Ages,DS,2011,Jun,28,undefined,City Interactive  ,City Interactive  ,,,0.03,0.02,,0.01,0.06
14735,Cold Stone Creamery: Scoop It Up,Wii,2009,Dec,22,undefined,Zoo Games  ,Zoo Games  ,,,0.06,,,0.0,0.06
14736,Super Mahjong 2: Honkaku 4Jin Uchi,SNES,1993,Dec,02,undefined,Imax  ,I'Max  ,,,,,0.06,0.0,0.06
14737,XGRA: Extreme G Racing Association,PS2,2003,Sep,11,undefined,Acclaim Entertainment  ,Acclaim Studios Cheltenham  ,,,0.03,0.02,,0.01,0.06
14738,Mitsukete! Keroro Gunsou: Machigai Sagashi Daisakusen de Arimasu!,DS,2007,Sep,27,undefined,Namco Bandai  ,Bandai Namco Games  ,,,,,0.06,,0.06
14739,Pro Evolution Soccer 2015,PC,2014,Nov,13,undefined,Konami Digital Entertainment  ,PES Productions  ,,,,0.06,,0.0,0.06
14740,Pop'n Music Portable 2,PSP,2011,Nov,23,undefined,Konami  ,Konami  ,,,,,0.06,,0.06
14741,Ys vs. Sora no Kiseki: Alternative Saga,PSP,2010,Jul,29,undefined,Falcom Corporation  ,Nihon Falcom Corporation  ,,,,,0.06,,0.06
14742,Naruto: Ultimate Ninja Heroes (JP sales),PSP,2007,Aug,28,undefined,Namco Bandai  ,CyberConnect2  ,,,,,0.06,,0.06
14743,Blood Bowl,PC,2010,Jan,26,undefined,SouthPeak Interactive  ,Cyanide Studio  ,6.5,,0.04,0.02,,0.01,0.06
14744,Gradius Collection,PSP,2006,Jun,06,undefined,Konami  ,Konami  ,,,0.04,0.0,0.02,0.0,0.06
14745,Akagawa Jirou Mystery: Yasoukyoku - Hon ni Manekareta Satsujin,DS,2008,Feb,28,undefined,Marvelous Interactive  ,Marvelous Interactive  ,,,,,0.06,,0.06
14746,Ray Tracers,PS,1997,Dec,31,undefined,THQ  ,Taito Corporation  ,,,0.04,0.02,,0.0,0.06
14747,Age of Empires III: The Asian Dynasties,PC,2007,Oct,23,undefined,Microsoft Game Studios  ,Big Huge Games  ,,,0.0,0.05,,0.01,0.06
14748,Frogger: Helmet Chaos,DS,2005,Sep,27,undefined,Konami  ,Konami Computer Entertainment Hawaii  ,,,0.06,0.0,,0.0,0.06
14749,America's Greatest Game Shows: Wheel of Fortune and Jeopardy!,NS,2018,Oct,30,undefined,Ubisoft  ,Ubisoft  ,,,0.06,,,0.01,0.06
14750,Legend of the Dragon,Wii,2007,May,01,undefined,Game Factory  ,Neko Entertainment  ,,,0.06,0.0,,0.0,0.06
14751,FIFA 19,X360,2018,Sep,28,undefined,Electronic Arts  ,EA Sports  ,,,,0.06,,0.0,0.06
14752,My Pet Shop,DS,2009,Mar,09,undefined,Taito  ,Taito Corporation  ,,,0.06,0.0,,0.0,0.06
14753,Imagine: Gymnast,DS,2010,Mar,23,undefined,Ubisoft  ,1st Playable Productions  ,,,0.05,0.01,,0.0,0.06
14754,Monster Tale,DS,2011,Mar,22,undefined,Majesco  ,DreamRift  ,7.7,,0.06,,,0.0,0.06
14755,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 14: CR Shinseiki Evangelion: Saigo no Mono,PS2,2009,Jul,30,undefined,D3 Publisher  ,Bisty  ,,,,,0.06,,0.06
14756,Nicola Kanshuu: Model * Oshare Audition,DS,2010,Apr,01,undefined,Alchemist  ,Alchemist  ,,,,,0.06,,0.06
14757,Kururin Paradise,GBA,N/A,N/A,N/A,undefined,Unknown  ,Eighting  ,,,,,0.06,0.0,0.06
14758,Ittle Dew 2+,NS,2017,Nov,14,undefined,Nicalis  ,Ludosity AB  ,,,0.06,,,0.01,0.06
14759,Kiniro no Corda 2,PS2,2007,Mar,15,undefined,KOEI  ,Koei  ,,,,,0.06,,0.06
14760,Dynasty Warriors Vs,3DS,2012,Mar,15,undefined,KOEI  ,Koei  ,,,,,0.06,,0.06
14761,A-Train 3D: City Simulator,3DS,2015,Apr,14,undefined,Natsume  ,ArtDink  ,,,,,0.06,,0.06
14762,Gallop Racer 2004,PS2,2004,Aug,31,undefined,Tecmo  ,Tecmo  ,,,0.03,0.02,,0.01,0.06
14763,Rayman: Hoodlum's Revenge,GBA,2005,Mar,15,undefined,Ubisoft  ,Ubisoft  ,6.2,,0.05,0.02,,0.0,0.06
14764,Sunrise Eiyuutan R,PS2,2000,Nov,22,undefined,Sunrise Interactive  ,Atelier-Sai  ,,,,,0.06,,0.06
14765,Girls und Panzer: Dream Tank Match,PS4,2018,Feb,22,undefined,Bandai Namco Games  ,Bandai Namco Games  ,,,,,0.06,,0.06
14766,Backyard Hockey,DS,2007,Oct,02,undefined,Atari  ,Mistic Software  ,,,0.06,,,0.0,0.06
14767,Mobile Suit Gundam Seed: Never Ending Tomorrow,PS2,2005,Sep,29,undefined,Bandai  ,Bec  ,,,0.03,0.02,,0.01,0.06
14768,F1 2001,XB,2001,Nov,18,undefined,EA Sports  ,Electronic Arts UK  ,,,0.05,0.01,,0.0,0.06
14769,Crayon Shin-chan: Arashi o Yobu Kasukabe Eiga Stars!,3DS,2014,Apr,10,undefined,Namco Bandai Games  ,Inti Creates  ,,,,,0.06,,0.06
14770,Birthdays the Beginning,PS4,2017,May,09,undefined,NIS America  ,Arc System Works  ,,,0.05,,0.0,0.01,0.06
14771,Fishing Master (jp sales),Wii,2007,Sep,18,undefined,Konami  ,Hudson Soft  ,,,,,0.06,,0.06
14772,Paws & Claws: Marine Rescue,DS,2011,Jan,25,undefined,THQ  ,THQ  ,,,0.06,,,0.0,0.06
14773,Zill O'll Infinite Plus,PSP,2009,Jan,22,undefined,KOEI  ,Koei  ,,,,,0.06,,0.06
14774,Tonka Rescue Patrol,GC,2003,Nov,18,undefined,TDK Mediactive  ,TDK Mediactive  ,,,0.05,0.01,,0.0,0.06
14775,GunGriffon II,SAT,1998,Apr,23,undefined,ESP  ,Game Arts  ,,,,,0.06,,0.06
14776,Atari Flashback Classics: Volume 1,XOne,2016,Oct,12,undefined,Atari  ,Atari  ,,,0.06,,,0.01,0.06
14777,Crimson Gem Saga,PSP,2009,May,26,undefined,Atlus  ,"IronNos Co., Ltd.  ",7.3,8.0,0.06,,,0.0,0.06
14778,Cel Damage,GC,2002,Jan,07,undefined,Electronic Arts  ,Pseudo Interactive  ,6.0,,0.05,0.01,,0.0,0.06
14779,Generator Rex: Agent of Providence,X360,2011,Nov,01,undefined,Activision  ,Virtuos  ,,,0.05,0.01,,0.01,0.06
14780,Santa Claus is Comin' to Town!,DS,2011,Nov,08,undefined,Crave Entertainment  ,Crave Entertainment  ,,,0.06,,,0.01,0.06
14781,Kamen Rider: Battride War Genesis,PSV,2016,Feb,25,undefined,Namco Bandai Games  ,Unknown  ,,,,,0.06,,0.06
14782,The Sims 4: Get Famous,PC,2018,Nov,16,undefined,Electronic Arts  ,Maxis  ,,,,0.06,,0.0,0.06
14783,Western Riding Academy,DS,2010,Jun,23,undefined,Destineer  ,TBA  ,,,0.06,,,0.0,0.06
14784,Cities XL 2012,PC,2011,Oct,20,undefined,Focus Home Interactive  ,Monte Cristo Multimedia  ,6.0,,0.01,0.05,,0.01,0.06
14785,Famicom Mini: Balloon Fight,GBA,2004,May,21,undefined,Nintendo  ,Nintendo  ,,,,,0.06,0.0,0.06
14786,Steins;Gate: Senkei Kousoku no Phonogram,PS3,2013,Apr,25,undefined,5pb  ,5pb. Games  ,,,,,0.06,,0.06
14787,Seaman 2: Peking Genjin Ikusei Kit,PS2,2007,Oct,18,undefined,Sega  ,VIVARIUM Inc.  ,,,,,0.06,,0.06
14788,Chou Gekijouban Keroro Gunsou 3: Tenkuu Daibouken de Arimasu!,DS,2008,Feb,28,undefined,Namco Bandai  ,Bandai Namco Games  ,,,,,0.06,,0.06
14789,Rugby 18,PS4,2017,Oct,24,undefined,Koch Media  ,EKO Software  ,,,0.05,,,0.01,0.06
14790,X-Plane 11,PC,2017,Apr,06,undefined,Aerosoft  ,Laminar Research  ,,,,0.06,,0.0,0.06
14791,MotoGP 17,XOne,2017,Jul,11,undefined,Koch Media  ,Milestone S.r.l.  ,,,0.04,0.02,,0.01,0.06
14792,Sprung - A Game Where Everyone Scores,DS,2004,Dec,08,undefined,Ubisoft  ,Guillemot Inc  ,,,0.06,0.0,,0.0,0.06
14793,The Pinball of the Dead,GBA,2002,Jun,16,undefined,THQ  ,Wow Entertainment  ,,,0.05,0.02,,0.0,0.06
14794,Growlanser: Wayfarer of Time,PSP,2012,Jul,24,undefined,Atlus  ,Career Soft  ,,,,,0.06,,0.06
14795,Tokobot,PSP,2005,Dec,05,undefined,Tecmo  ,Tecmo  ,,,0.06,0.0,,0.0,0.06
14796,Arc the Lad: End of Darkness,PS2,2005,Jun,14,undefined,Namco  ,Cattle Call  ,,,0.03,0.02,,0.01,0.06
14797,The King of Route 66,PS2,2003,Mar,18,undefined,Sega  ,Sega-AM2  ,,,0.03,0.02,,0.01,0.06
14798,Tom Clancy's Splinter Cell: Pandora Tomorrow,GBA,2004,Mar,24,undefined,Ubisoft  ,Ubisoft  ,,,0.05,0.02,,0.0,0.06
14799,Steins;Gate,PS3,2015,Sep,18,undefined,5pb  ,5pb. Inc.  ,,,0.01,0.02,0.02,0.01,0.06
14800,Bubble Bobble also featuring Rainbow Islands,PS,1996,Sep,06,undefined,Acclaim Entertainment  ,Probe Entertainment Ltd.  ,,,0.04,0.02,,0.0,0.06
14801,Intellivision Lives!,GC,2004,Nov,04,undefined,Crave Entertainment  ,Realtime Associates  ,6.4,,0.05,0.01,,0.0,0.06
14802,Saki: Zenkoku-hen,PSV,2015,Sep,17,undefined,Kaga Create  ,Unknown  ,,,,,0.06,,0.06
14803,Fast Food Panic,Wii,2010,Jan,27,undefined,SouthPeak Interactive  ,Dorasu  ,,,0.06,,,0.0,0.06
14804,Panzer Tactics DS,DS,2007,Nov,07,undefined,Conspiracy Entertainment  ,Sproing  ,,,0.06,,,0.0,0.06
14805,Pro Yakyuu Spirits 2013,PSV,2013,Mar,20,undefined,Konami Digital Entertainment  ,Konami  ,,,,,0.06,,0.06
14806,Robotica,SAT,1995,Jan,01,undefined,Acclaim Entertainment  ,Genki  ,,,,,0.06,,0.06
14807,Deathrow: Underground Team Combat,XB,2002,Oct,22,undefined,Ubisoft  ,Southend Interactive  ,,,0.05,0.01,,0.0,0.06
14808,Golf Club 2019,PS4,2018,Nov,13,undefined,2K Games  ,HB Studios  ,,,0.05,,,0.01,0.06
14809,NHL 2K9,Wii,2008,Sep,08,undefined,2K Sports  ,Visual Concepts  ,,,0.06,0.0,,0.0,0.06
14810,Johnny Test,DS,2011,Mar,29,undefined,505 Games  ,Sarbakan  ,,,0.06,0.0,,0.0,0.06
14811,Land of the Dead: Road to Fiddler's Green,XB,2005,Oct,26,undefined,Groove Games  ,Brainbox Games  ,,,0.05,0.01,,0.0,0.06
14812,Touhou Kobuto V: Burst Battle,NS,2017,Oct,10,undefined,NIS America  ,CUBETYPE  ,,,0.04,0.02,,0.01,0.06
14813,R-Types,PS,1999,Feb,28,undefined,ASCII Entertainment  ,Racdym  ,,,0.04,0.02,,0.0,0.06
14814,Mega Man 11,XOne,2018,Oct,02,undefined,Capcom  ,Capcom  ,,,0.06,,,0.01,0.06
14815,Star Fighter,PS,1996,Jan,01,undefined,Acclaim Entertainment  ,Krisalis Software  ,,,0.04,0.02,,0.0,0.06
14816,Akai Katana,X360,2012,May,15,undefined,Cave  ,Cave  ,,,0.04,,0.01,0.01,0.06
14817,Kuukan * Zukei: Hirameki Training - KuuTore,DS,2008,May,29,undefined,Benesse  ,Benesse  ,,,,,0.06,,0.06
14818,Osu! Tatakae! Ouendan,DS,2005,Jul,28,undefined,Nintendo  ,iNiS  ,,,,,0.06,,0.06
14819,Dissidia: Final Fantasy Universal Tuning,PSP,2009,Nov,01,undefined,Square Enix  ,Square Enix  ,,,,,0.06,,0.06
14820,Bionicle Heroes,DS,2006,Nov,14,undefined,Eidos Interactive  ,Amaze Entertainment  ,7.8,,0.06,0.0,,0.0,0.06
14821,Jewel Quest IV: Heritage,DS,2011,Aug,26,undefined,iWin   ,iWin  ,,,,0.05,,0.01,0.06
14822,Victor Vran: Overkill Edition,NS,2018,Aug,28,undefined,Wired Productions  ,Haemimont Games  ,,,0.06,,,0.01,0.06
14823,Octomania,Wii,2008,Mar,31,undefined,Conspiracy Entertainment  ,Compile Heart  ,6.7,,0.06,0.0,,0.0,0.06
14824,Meitantei Conan: Aoki Houseki no Rinbukyoku,DS,2011,Apr,21,undefined,Namco Bandai  ,Namco Bandai Games  ,,,,,0.06,,0.06
14825,The Legend of Heroes: Trails in the Sky SC,PSP,2007,Dec,20,undefined,Falcom Corporation  ,Nihon Falcom Corporation  ,,,,,0.06,,0.06
14826,My Pet Chimp,DS,2010,Mar,30,undefined,505 Games  ,505 Games  ,,,0.06,,,0.0,0.06
14827,Transformer: Rise of the Dark Spark,WiiU,2014,Jun,24,undefined,Activision  ,Edge of Reality  ,,,0.04,0.02,,0.01,0.06
14828,Chaos Rings III,PSV,2014,Oct,16,undefined,Square Enix  ,Media.Vision  ,,,,,0.06,,0.06
14829,Mystic Heroes,PS2,2002,Nov,24,undefined,KOEI  ,Koei  ,,,0.03,0.02,,0.01,0.06
14830,Omega Labyrinth,PSV,2015,Nov,19,undefined,D3Publisher  ,Matrix Software  ,,,,,0.06,,0.06
14831,Tron 2.0: Killer App,GBA,2004,Oct,20,undefined,Buena Vista  ,Digital Eclipse Software  ,,,0.04,0.02,,0.0,0.06
14832,Jurassic Park III: Park Builder,GBA,2001,Sep,10,undefined,Konami  ,Konami  ,,,0.04,0.02,,0.0,0.06
14833,Lord of Magna: Maiden Heaven,3DS,2015,Jun,02,undefined,Xseed Games  ,Marvelous  ,7.0,,,,0.06,,0.06
14834,UnchainBlades ReXX,PSP,2012,Dec,31,undefined,Atlus  ,FuRyu Corporation  ,,,,,0.06,,0.06
14835,Rurouni Kenshin: Meiji Kenkaku Romantan Saisen,PSP,2011,Mar,10,undefined,Namco Bandai  ,Namco Bandai Games  ,,,,,0.06,,0.06
14836,Showtime Championship Boxing,Wii,2007,Dec,13,undefined,DSI Games  ,Nikitova Games  ,,,0.06,0.0,,0.0,0.06
14837,Di-Gata Defenders,DS,2008,Sep,22,undefined,Game Factory  ,Mystic Software  ,,,0.06,,,0.0,0.06
14838,To Heart 2: Dungeon Travelers,PSV,2015,Apr,30,undefined,Aqua Plus  ,Aqua Plus  ,,,,,0.06,,0.06
14839,Code Geass: Hangyaku no Lelouch - Lost Colors,PS2,2008,Mar,27,undefined,Namco Bandai  ,Bandai Namco Games  ,,,,,0.06,,0.06
14840,Chrysler Classic Racing,Wii,2008,Nov,25,undefined,Zoo Games  ,EM Studios  ,,,0.06,,,0.0,0.06
14841,LEGO Bionicle,GBA,2001,Oct,03,undefined,LEGO Media  ,Saffire Corporation  ,6.4,,0.04,0.02,,0.0,0.06
